"Well Name","Producing Time (days)","Oil Rate (bbl/day)"
"Christie Grant #11H",128,170.63362559175
"Christie Grant #11H",129,157.576977944322
"Christie Grant #11H",130,168.927631405101
"Christie Grant #11H",131,161.122413984672
"Christie Grant #11H",132,159.401900221417
"Christie Grant #11H",133,162.790966070451
"Christie Grant #11H",134,164.080797473011
"Christie Grant #11H",135,162.879865298946
"Christie Grant #11H",136,154.784074589194
"Christie Grant #11H",137,159.189431095151
"Christie Grant #11H",138,160.745564776352
"Christie Grant #11H",139,158.715811490358
"Christie Grant #11H",140,157.502632946544
"Christie Grant #11H",141,152.549688552538
"Christie Grant #11H",142,152.461902858718
"Christie Grant #11H",143,157.05844510865
"Christie Grant #11H",144,158.977039260717
"Christie Grant #11H",145,153.023860614807
"Christie Grant #11H",146,156.706933885075
"Christie Grant #11H",147,23.5861485928253
"Christie Grant #11H",148,27.4784937265024
"Christie Grant #11H",149,28.9198774643966
"Christie Grant #11H",150,21.4391391024044
"Christie Grant #11H",151,9.61754362251765
"Christie Grant #11H",152,32.5218709403557
"Christie Grant #11H",153,20.8384538701532
"Christie Grant #11H",154,29.7375719496705
"Christie Grant #11H",155,31.7661283420624
"Christie Grant #11H",156,22.8430505679853
"Christie Grant #11H",157,24.947070619243
"Christie Grant #11H",158,147.579627080421
"Christie Grant #11H",159,143.74839434517
"Christie Grant #11H",160,146.889963401925
"Christie Grant #11H",161,149.195169168869
"Christie Grant #11H",162,139.357809506725
"Christie Grant #11H",163,153.110237211555
"Christie Grant #11H",164,147.652733862461
"Christie Grant #11H",165,145.426155798449
"Christie Grant #11H",166,149.087295894471
"Christie Grant #11H",167,146.094862310722
"Christie Grant #11H",168,140.091569903518
"Christie Grant #11H",169,146.386808474626
"Christie Grant #11H",170,149.980045906113
"Christie Grant #11H",171,156.335424103275
"Christie Grant #11H",172,144.05274153127
"Christie Grant #11H",173,142.341992470134
"Christie Grant #11H",174,153.197446574286
"Christie Grant #11H",175,158.273116616446
"Christie Grant #11H",176,146.321971967792
"Christie Grant #11H",177,136.139167749663
"Christie Grant #11H",178,148.688283149188
"Christie Grant #11H",179,150.062836060604
"Christie Grant #11H",180,139.840490764547
"Christie Grant #11H",181,146.318102810327
"Christie Grant #11H",182,150.136468745146
"Christie Grant #11H",183,145.651362521562
"Christie Grant #11H",184,140.988933632991
"Christie Grant #11H",185,145.059865809569
"Christie Grant #11H",186,145.873805642524
"Christie Grant #11H",187,143.354294249761
"Christie Grant #11H",188,153.326377859297
"Christie Grant #11H",189,138.706457903797
"Christie Grant #11H",190,146.896832574128
"Christie Grant #11H",191,143.638210535956
"Christie Grant #11H",192,153.208853700092
"Christie Grant #11H",193,146.288508909194
"Christie Grant #11H",194,143.163896345647
"Christie Grant #11H",195,148.455151620731
"Christie Grant #11H",196,135.275447314326
"Christie Grant #11H",197,143.027332135983
"Christie Grant #11H",198,148.257200708199
"Christie Grant #11H",199,141.693317014833
"Christie Grant #11H",200,144.900787990887
"Christie Grant #11H",201,140.818341854214
"Christie Grant #11H",202,140.955224715568
"Christie Grant #11H",203,135.642712856553
"Christie Grant #11H",204,133.065113977228
"Christie Grant #11H",205,139.101971830315
"Christie Grant #11H",206,131.341098650181
"Christie Grant #11H",207,129.250081529004
"Christie Grant #11H",208,131.431701297686
"Christie Grant #11H",209,136.012049912515
"Christie Grant #11H",210,135.97221500981
"Christie Grant #11H",211,139.940614243443
"Christie Grant #11H",212,147.412347207461
"Christie Grant #11H",213,140.585416698315
"Christie Grant #11H",214,148.735632353244
"Christie Grant #11H",215,136.119908035658
"Christie Grant #11H",216,134.867978716591
"Christie Grant #11H",217,139.508038368265
"Christie Grant #11H",218,140.008913327882
"Christie Grant #11H",219,133.71750226325
"Christie Grant #11H",220,141.431199725777
"Christie Grant #11H",221,132.044585656047
"Christie Grant #11H",222,133.659263249475
"Christie Grant #11H",223,135.774148044921
"Christie Grant #11H",224,129.890607245978
"Christie Grant #11H",225,127.410051855596
"Christie Grant #11H",226,140.683632817922
"Christie Grant #11H",227,128.095604533648
"Christie Grant #11H",228,139.047092606376
"Christie Grant #11H",229,141.892098932761
"Christie Grant #11H",230,137.378463344592
"Christie Grant #11H",231,142.61549306848
"Christie Grant #11H",232,139.30017418102
"Christie Grant #11H",233,135.903941639248
"Christie Grant #11H",234,141.495036115779
"Christie Grant #11H",235,130.524057722409
"Christie Grant #11H",236,136.478034264099
"Christie Grant #11H",237,129.378872034805
"Christie Grant #11H",238,134.508614334032
"Christie Grant #11H",239,128.713568636449
"Christie Grant #11H",240,123.825801665994
"Christie Grant #11H",241,128.023335424694
"Christie Grant #11H",242,130.521325219771
"Christie Grant #11H",243,132.081152002006
"Christie Grant #11H",244,127.281857352558
"Christie Grant #11H",245,134.092114358022
"Christie Grant #11H",246,130.145074594521
"Christie Grant #11H",247,123.683562879547
"Christie Grant #11H",248,133.325146504796
"Christie Grant #11H",249,125.040948012785
"Christie Grant #11H",250,124.577723838593
"Christie Grant #11H",251,132.863571814892
"Christie Grant #11H",252,135.699433106198
"Christie Grant #11H",253,128.336184890496
"Christie Grant #11H",254,133.569139079079
"Christie Grant #11H",255,136.338506050759
"Christie Grant #11H",256,120.861213906675
"Christie Grant #11H",257,123.716868627919
"Christie Grant #11H",258,121.303594431236
"Christie Grant #11H",259,125.884583954606
"Christie Grant #11H",260,126.080350894176
"Christie Grant #11H",261,126.785170703467
"Christie Grant #11H",262,142.192045440474
"Christie Grant #11H",263,123.771256166221
"Christie Grant #11H",264,130.051240172752
"Christie Grant #11H",265,127.960020678812
"Christie Grant #11H",266,125.310604345859
"Christie Grant #11H",267,131.111828287524
"Christie Grant #11H",268,128.548545794612
"Christie Grant #11H",269,134.063649442462
"Christie Grant #11H",270,120.505856569095
"Christie Grant #11H",271,116.959332005537
"Christie Grant #11H",272,134.207605546098
"Christie Grant #11H",273,131.072686361663
"Christie Grant #11H",274,129.550014232011
"Christie Grant #11H",275,128.190393524645
"Christie Grant #11H",276,125.344886200929
"Christie Grant #11H",277,123.256619461753
"Christie Grant #11H",278,121.160878701013
"Christie Grant #11H",279,125.850045355686
"Christie Grant #11H",280,132.141834868458
"Christie Grant #11H",281,124.897550189404
"Christie Grant #11H",282,126.526845160199
"Christie Grant #11H",283,128.505480438591
"Christie Grant #11H",284,126.988654944035
"Christie Grant #11H",285,124.684898880051
"Christie Grant #11H",286,117.61951375655
"Christie Grant #11H",287,127.453737946868
"Christie Grant #11H",288,119.591697037455
"Christie Grant #11H",289,116.092827396444
"Christie Grant #11H",290,132.467334366807
"Christie Grant #11H",291,119.27646703746
"Christie Grant #11H",292,114.193181601031
"Christie Grant #11H",293,120.033881816969
"Christie Grant #11H",294,116.481436371821
"Christie Grant #11H",295,121.637019933201
"Christie Grant #11H",296,119.923949621714
"Christie Grant #11H",297,126.867067584581
"Christie Grant #11H",298,120.341074541978
"Christie Grant #11H",299,114.156622500917
"Christie Grant #11H",300,122.693539313399
"Christie Grant #11H",301,116.735952410744
"Christie Grant #11H",302,115.98320615321
"Christie Grant #11H",303,130.137851571894
"Christie Grant #11H",304,120.325628471483
"Christie Grant #11H",305,114.859469138582
"Christie Grant #11H",306,118.031758549149
"Christie Grant #11H",307,128.925684986571
"Christie Grant #11H",308,122.937990222799
"Christie Grant #11H",309,128.394113246186
"Christie Grant #11H",310,120.534481348228
"Christie Grant #11H",311,122.625301983911
"Christie Grant #11H",312,116.272791875063
"Christie Grant #11H",313,118.779280408285
"Christie Grant #11H",314,122.453019362071
"Christie Grant #11H",315,115.423821772095
"Christie Grant #11H",316,122.322634916513
"Christie Grant #11H",317,122.896137455585
"Christie Grant #11H",318,134.169743153842
"Christie Grant #11H",319,120.748903529368
"Christie Grant #11H",320,108.768649980898
"Christie Grant #11H",321,119.423906340923
"Christie Grant #11H",322,120.284423676706
"Christie Grant #11H",323,119.847340933706
"Christie Grant #11H",324,102.636298516117
"Christie Grant #11H",325,113.012677278549
"Christie Grant #11H",326,114.322565869603
"Christie Grant #11H",327,122.984920707768
"Christie Grant #11H",328,117.643771474966
"Christie Grant #11H",329,116.669278490337
"Christie Grant #11H",330,116.189858678666
"Christie Grant #11H",331,120.99022390638
"Christie Grant #11H",332,107.072713203757
"Christie Grant #11H",333,115.232492502683
"Christie Grant #11H",334,112.498793561348
"Christie Grant #11H",335,118.356066502264
"Christie Grant #11H",336,113.537991246874
"Christie Grant #11H",337,115.168756825592
"Christie Grant #11H",338,118.488427530642
"Christie Grant #11H",339,119.386994471912
"Christie Grant #11H",340,109.155340736773
"Christie Grant #11H",341,125.907933594269
"Christie Grant #11H",342,107.228479442141
"Christie Grant #11H",343,106.368213870838
"Christie Grant #11H",344,113.980804472492
"Christie Grant #11H",345,112.928934025404
"Christie Grant #11H",346,108.626704109484
"Christie Grant #11H",347,112.493573612233
"Christie Grant #11H",348,113.215312250648
"Christie Grant #11H",349,112.093859093956
"Christie Grant #11H",350,114.456193480127
"Christie Grant #11H",351,105.979344531127
"Christie Grant #11H",352,114.658069401175
"Christie Grant #11H",353,119.654498697121
"Christie Grant #11H",354,110.047565570297
"Christie Grant #11H",355,117.801420405962
"Christie Grant #11H",356,115.817525774994
"Christie Grant #11H",357,114.636902389207
"Christie Grant #11H",358,111.776248266872
"Christie Grant #11H",359,115.027659124558
"Christie Grant #11H",360,124.511798856308
"Christie Grant #11H",361,108.099539227986
"Christie Grant #11H",362,101.388810208601
"Christie Grant #11H",363,114.652024840783
"Christie Grant #11H",364,106.63354400697
"Christie Grant #11H",365,109.42973030132
"Christie Grant #11H",366,103.059491888931
"Christie Grant #11H",367,104.221164129363
"Christie Grant #11H",368,107.795192053741
"Christie Grant #11H",369,98.1878008745106
"Christie Grant #11H",370,118.772904291595
"Christie Grant #11H",371,115.248597191688
"Christie Grant #11H",372,116.461626822247
"Christie Grant #11H",373,116.352063001591
"Christie Grant #11H",374,109.283111088523
"Christie Grant #11H",375,114.599170771052
"Christie Grant #11H",376,115.08279691121
"Christie Grant #11H",377,108.867475904225
"Christie Grant #11H",378,103.687992583776
"Christie Grant #11H",379,109.267316705077
"Christie Grant #11H",380,104.909678428403
"Christie Grant #11H",381,108.70457091131
"Christie Grant #11H",382,116.502535498831
"Christie Grant #11H",383,116.207527890748
"Christie Grant #11H",384,109.645512202184
"Christie Grant #11H",385,109.60461425119
"Christie Grant #11H",386,104.607732872226
"Christie Grant #11H",387,106.301418685305
"Christie Grant #11H",388,107.747486058332
"Christie Grant #11H",389,99.3954081487915
"Christie Grant #11H",390,107.303160078512
"Christie Grant #11H",391,110.853623680537
"Christie Grant #11H",392,100.291817528411
"Christie Grant #11H",393,105.802988100795
"Christie Grant #11H",394,110.520542136207
"Christie Grant #11H",395,114.061222708005
"Christie Grant #11H",396,117.816138703467
"Christie Grant #11H",397,111.313002916106
"Christie Grant #11H",398,109.808718566613
"Christie Grant #11H",399,107.770429910016
"Christie Grant #11H",400,100.524559577831
"Christie Grant #11H",401,103.814877509723
"Christie Grant #11H",402,97.6067974445612
"Christie Grant #11H",403,109.593724158033
"Christie Grant #11H",404,97.5621304452303
"Christie Grant #11H",405,114.43190968648
"Christie Grant #11H",406,106.969196182877
"Christie Grant #11H",407,100.907949877378
"Christie Grant #11H",408,98.9890602459427
"Christie Grant #11H",409,99.6192503560185
"Christie Grant #11H",410,104.847070951108
"Christie Grant #11H",411,107.020802007337
"Christie Grant #11H",412,107.335703345183
"Christie Grant #11H",413,107.766113992686
"Christie Grant #11H",414,100.07328007327
"Christie Grant #11H",415,113.807591228428
"Christie Grant #11H",416,110.229249901377
"Christie Grant #11H",417,111.036275423257
"Christie Grant #11H",418,98.4342908676103
"Christie Grant #11H",419,100.204756462664
"Christie Grant #11H",420,108.876125408853
"Christie Grant #11H",421,102.505473658956
"Christie Grant #11H",422,109.439878231944
"Christie Grant #11H",423,106.116123355964
"Christie Grant #11H",424,110.058400591185
"Christie Grant #11H",425,109.037487548758
"Christie Grant #11H",426,110.226308916235
"Christie Grant #11H",427,100.060658910944
"Christie Grant #11H",428,96.3074216976279
"Christie Grant #11H",429,103.628266393388
"Christie Grant #11H",430,102.820202979954
"Christie Grant #11H",431,94.4785490582552
"Christie Grant #11H",432,101.88895530762
"Christie Grant #11H",433,107.013790437633
"Christie Grant #11H",434,102.251393535674
"Christie Grant #11H",435,105.250062269062
"Christie Grant #11H",436,108.034843834041
"Christie Grant #11H",437,101.916798414104
"Christie Grant #11H",438,104.821646899948
"Christie Grant #11H",439,97.8380078309021
"Christie Grant #11H",440,101.546322311776
"Christie Grant #11H",441,104.930062325059
"Christie Grant #11H",442,107.954652952549
"Christie Grant #11H",443,101.89418355006
"Christie Grant #11H",444,99.7654566031846
"Christie Grant #11H",445,102.447463448045
"Christie Grant #11H",446,102.578561579018
"Christie Grant #11H",447,102.785129518668
"Christie Grant #11H",448,97.741518027315
"Christie Grant #11H",449,105.563056901739
"Christie Grant #11H",450,100.530265047059
"Christie Grant #11H",451,96.4573762291831
"Christie Grant #11H",452,104.502804317843
"Christie Grant #11H",453,95.4677597142082
"Christie Grant #11H",454,96.0196145945451
"Christie Grant #11H",455,104.466156433476
"Christie Grant #11H",456,92.255270717954
"Christie Grant #11H",457,93.7950983161021
"Christie Grant #11H",458,98.3678943505502
"Christie Grant #11H",459,110.725401046846
"Christie Grant #11H",460,98.689544066872
"Christie Grant #11H",461,98.4150030045554
"Christie Grant #11H",462,102.195727981479
"Christie Grant #11H",463,93.5267501103698
"Christie Grant #11H",464,104.824246504377
"Christie Grant #11H",465,100.321780247678
"Christie Grant #11H",466,98.3778715484448
"Christie Grant #11H",467,107.340211920968
"Christie Grant #11H",468,96.5016915896547
"Christie Grant #11H",469,95.3088324249681
"Christie Grant #11H",470,101.689519772609
"Christie Grant #11H",471,96.8024879201058
"Christie Grant #11H",472,108.900209158598
"Christie Grant #11H",473,97.7927436558861
"Christie Grant #11H",474,108.756373895868
"Christie Grant #11H",475,97.3817656471708
"Christie Grant #11H",476,103.689305397804
"Christie Grant #11H",477,101.300143897429
"Christie Grant #11H",478,103.391722839311
"Christie Grant #11H",479,101.592097567416
"Christie Grant #11H",480,102.814403385455
"Christie Grant #11H",481,95.6721063929068
"Christie Grant #11H",482,94.2686586846838
"Christie Grant #11H",483,101.585689355255
"Christie Grant #11H",484,101.05972587222
"Christie Grant #11H",485,99.3406823113042
"Christie Grant #11H",486,102.9663750159
"Christie Grant #11H",487,93.6094970168381
"Christie Grant #11H",488,98.362172988627
"Christie Grant #11H",489,93.1246356496935
"Christie Grant #11H",490,96.8547206061439
"Christie Grant #11H",491,94.5292146891034
"Christie Grant #11H",492,101.766590891771
"Christie Grant #11H",493,102.159529449581
"Christie Grant #11H",494,89.6395033142014
"Christie Grant #11H",495,88.3956416170733
"Christie Grant #11H",496,105.192983378644
"Christie Grant #11H",497,96.7848004702004
"Christie Grant #11H",498,91.1719925040422
"Christie Grant #11H",499,95.8795847029755
"Christie Grant #11H",500,91.7437576570164
"Christie Grant #11H",501,99.7599985910546
"Christie Grant #11H",502,101.890196665091
"Christie Grant #11H",503,101.540472695901
"Christie Grant #11H",504,93.5985564410353
"Christie Grant #11H",505,98.8964909532582
"Christie Grant #11H",506,99.8849886220842
"Christie Grant #11H",507,86.951885717263
"Christie Grant #11H",508,96.0850677282885
"Christie Grant #11H",509,95.1994142144639
"Christie Grant #11H",510,93.6609227380443
"Christie Grant #11H",511,97.7976485469033
"Christie Grant #11H",512,103.873145059268
"Christie Grant #11H",513,101.215902848216
"Christie Grant #11H",514,94.6856148300859
"Christie Grant #11H",515,99.7695822117662
"Christie Grant #11H",516,96.9625231377103
"Christie Grant #11H",517,92.427737607198
"Christie Grant #11H",518,96.2606461369456
"Christie Grant #11H",519,99.6630591965652
"Christie Grant #11H",520,100.276852520415
"Christie Grant #11H",521,84.3598377432699
"Christie Grant #11H",522,102.316957273676
"Christie Grant #11H",523,97.3095471748601
"Christie Grant #11H",524,89.8313628776838
"Christie Grant #11H",525,93.3804295370369
"Christie Grant #11H",526,95.0644821171877
"Christie Grant #11H",527,99.8280309322019
"Christie Grant #11H",528,97.2172132704111
"Christie Grant #11H",529,95.1451024161824
"Christie Grant #11H",530,105.934082629304
"Christie Grant #11H",531,86.7798262952842
"Christie Grant #11H",532,98.5412233333588
"Christie Grant #11H",533,93.888422718479
"Christie Grant #11H",534,90.8328684293187
"Christie Grant #11H",535,92.402098094985
"Christie Grant #11H",536,100.667755452336
"Christie Grant #11H",537,84.0077222410216
"Christie Grant #11H",538,95.0468984311962
"Christie Grant #11H",539,98.3903182053866
"Christie Grant #11H",540,30.0300520528556
"Christie Grant #11H",541,28.5889157781465
"Christie Grant #11H",542,22.8929554823081
"Christie Grant #11H",543,23.6052762447582
"Christie Grant #11H",544,22.2581376879984
"Christie Grant #11H",545,18.2972705278859
"Christie Grant #11H",546,17.5376863582004
"Christie Grant #11H",547,17.7856195690109
"Christie Grant #11H",548,100.326123135868
"Christie Grant #11H",549,99.912194923748
"Christie Grant #11H",550,93.873406587338
"Christie Grant #11H",551,104.391669382114
"Christie Grant #11H",552,97.5825334986058
"Christie Grant #11H",553,88.6882009491059
"Christie Grant #11H",554,88.0783105276802
"Christie Grant #11H",555,89.3166410282343
"Christie Grant #11H",556,93.2442356053014
"Christie Grant #11H",557,87.8856692131459
"Christie Grant #11H",558,99.4260120186596
"Christie Grant #11H",559,91.3230337326595
"Christie Grant #11H",560,92.0708987657073
"Christie Grant #11H",561,91.0353000125225
"Christie Grant #11H",562,94.1800827495447
"Christie Grant #11H",563,90.5317338820943
"Christie Grant #11H",564,87.3817115655056
"Christie Grant #11H",565,86.3200380934316
"Christie Grant #11H",566,99.1648463064817
"Christie Grant #11H",567,87.5963047366392
"Christie Grant #11H",568,94.2682115178064
"Christie Grant #11H",569,90.7805466806281
"Christie Grant #11H",570,90.52823416675
"Christie Grant #11H",571,84.7775592754792
"Christie Grant #11H",572,81.9288811298675
"Christie Grant #11H",573,92.1499836130938
"Christie Grant #11H",574,89.9661964097068
"Christie Grant #11H",575,90.6909844650893
"Christie Grant #11H",576,83.4054316884556
"Christie Grant #11H",577,86.8876077376847
"Christie Grant #11H",578,98.688896418866
"Christie Grant #11H",579,87.3032544981388
"Christie Grant #11H",580,79.9280865641427
"Christie Grant #11H",581,92.2836176342259
"Christie Grant #11H",582,96.7191070818734
"Christie Grant #11H",583,89.3486664299441
"Christie Grant #11H",584,87.004390824531
"Christie Grant #11H",585,97.7185956109606
"Christie Grant #11H",586,91.6348600642238
"Christie Grant #11H",587,89.2091743853966
"Christie Grant #11H",588,86.7410748297861
"Christie Grant #11H",589,92.7816046689233
"Christie Grant #11H",590,86.5428851847405
"Christie Grant #11H",591,97.0009501357775
"Christie Grant #11H",592,86.469550023092
"Christie Grant #11H",593,84.6658418599857
"Christie Grant #11H",594,90.2683273098316
"Christie Grant #11H",595,92.3066711486244
"Christie Grant #11H",596,92.8489875341427
"Christie Grant #11H",597,95.6832861686115
"Christie Grant #11H",598,99.0736507973688
"Christie Grant #11H",599,86.6965788484732
"Christie Grant #11H",600,89.8410502820812
"Christie Grant #11H",601,95.2963978016354
"Christie Grant #11H",602,91.034938085087
"Christie Grant #11H",603,84.4544988652171
"Christie Grant #11H",604,86.7478206654563
"Christie Grant #11H",605,86.2014354176482
"Christie Grant #11H",606,88.1565547526815
"Christie Grant #11H",607,86.4192546403696
"Lyndsay Mencer #15H",0,7.55893138812498
"Lyndsay Mencer #15H",1,11.1043335584118
"Lyndsay Mencer #15H",2,7.61400825410108
"Lyndsay Mencer #15H",3,12.9296716308157
"Lyndsay Mencer #15H",4,14.0216135174641
"Lyndsay Mencer #15H",5,14.0113497238798
"Lyndsay Mencer #15H",6,16.6711778643656
"Lyndsay Mencer #15H",7,25.6920574524176
"Lyndsay Mencer #15H",8,20.3175355608777
"Lyndsay Mencer #15H",9,24.2302218172599
"Lyndsay Mencer #15H",10,24.4692691448796
"Lyndsay Mencer #15H",11,26.9617511973195
"Lyndsay Mencer #15H",12,31.1711465134229
"Lyndsay Mencer #15H",13,33.2165405741291
"Lyndsay Mencer #15H",14,31.5179941598547
"Lyndsay Mencer #15H",15,35.8233291440133
"Lyndsay Mencer #15H",16,31.9771406919724
"Lyndsay Mencer #15H",17,39.6389159679716
"Lyndsay Mencer #15H",18,36.1582881638308
"Lyndsay Mencer #15H",19,37.710569148856
"Lyndsay Mencer #15H",20,42.1987779193846
"Lyndsay Mencer #15H",21,46.6156546692904
"Lyndsay Mencer #15H",22,44.7172359008983
"Lyndsay Mencer #15H",23,46.3645387580615
"Lyndsay Mencer #15H",24,52.5930826711205
"Lyndsay Mencer #15H",25,49.8052456837572
"Lyndsay Mencer #15H",26,53.6417780424528
"Lyndsay Mencer #15H",27,55.6131548586931
"Lyndsay Mencer #15H",28,55.5113256611563
"Lyndsay Mencer #15H",29,56.5362707087568
"Lyndsay Mencer #15H",30,57.8537736398465
"Lyndsay Mencer #15H",31,62.2556978105002
"Lyndsay Mencer #15H",32,62.3955952402142
"Lyndsay Mencer #15H",33,63.581142812219
"Lyndsay Mencer #15H",34,65.2606636134374
"Lyndsay Mencer #15H",35,67.5936386638726
"Lyndsay Mencer #15H",36,68.5067573278263
"Lyndsay Mencer #15H",37,67.3776509681903
"Lyndsay Mencer #15H",38,74.3646312821537
"Lyndsay Mencer #15H",39,75.0399617990437
"Lyndsay Mencer #15H",40,75.5713783493869
"Lyndsay Mencer #15H",41,77.8696151622175
"Lyndsay Mencer #15H",42,77.168006293594
"Lyndsay Mencer #15H",43,76.5798859815673
"Lyndsay Mencer #15H",44,77.4524561224095
"Lyndsay Mencer #15H",45,77.9801838999379
"Lyndsay Mencer #15H",46,78.179153194447
"Lyndsay Mencer #15H",47,77.2842511323384
"Lyndsay Mencer #15H",48,81.2576328353125
"Lyndsay Mencer #15H",49,80.8122497047673
"Lyndsay Mencer #15H",50,76.3608239618061
"Lyndsay Mencer #15H",51,79.2115357534376
"Lyndsay Mencer #15H",52,76.6486177753007
"Lyndsay Mencer #15H",53,71.768169885512
"Lyndsay Mencer #15H",54,78.0499851023076
"Lyndsay Mencer #15H",55,75.9092123283527
"Lyndsay Mencer #15H",56,74.87875149618
"Lyndsay Mencer #15H",57,73.7790889308403
"Lyndsay Mencer #15H",58,78.2142669775227
"Lyndsay Mencer #15H",59,76.1998743500769
"Lyndsay Mencer #15H",60,74.0210654846128
"Lyndsay Mencer #15H",61,75.6266252063044
"Lyndsay Mencer #15H",62,74.585661136717
"Lyndsay Mencer #15H",63,72.9664643608106
"Lyndsay Mencer #15H",64,74.6907451694116
